a,b,y
0.47298583148997897,-1.365639813925374,0.2994311347082578
-0.6814258794394451,-1.1944443828385456,0.2632793134304052
0.24243949669047796,0.015934542649579678,0.011754977317692624
-1.7007356340383315,-0.08004346236652365,0.5785516228706404
0.7531428339492002,-0.25080271315594593,0.115022424915334
-1.534721340208044,-0.5651428939886068,0.48912381897930884
0.0051270781322723565,-1.102671939612895,0.1340775293293106
-0.12022767015619135,-0.7822824408021882,0.05076394984992597
-0.8069818785729513,3.041686206372148,-2.6838800165353054
2.8718193949889166,-0.6260812210457714,1.6740103148994048
-0.597822919406344,1.5059009128619398,-0.27002035748341097
0.47245699353575754,-0.5873360870250491,0.06490408389429128
1.0959561180085615,1.365852914050061,-0.014583299172087866
-1.2151688010922146,1.2320448738375287,0.1083106923090478
1.3423563714379816,0.4508892334788509,0.3512174978344895
-0.12214978766832274,-0.6414098177206133,0.02937213442371866
1.012515476977173,-1.3775960333307937,0.46647367512602483
-0.9138691467058685,0.9657463479255879,0.07695948430280862
-1.029530207374499,-1.2840034598049361,0.4236756311923767
1.2097964496316869,-1.2745721004239723,0.4997800661609712
0.5018723037790331,1.522841762204412,-0.3027790051331906
0.13884617715623349,1.4618824312460454,-0.30856327769184905
0.6407611133416717,0.03765596319966074,0.08210962136566667
0.5273326651106617,-0.24619719933642736,0.05710822452372577
-1.1543602352166882,-0.664297573689694,0.295824382286568
-2.213333479396823,0.3513355379275004,0.9754322496622557
-1.6817565103951275,-0.4840314322593972,0.5770011915533454
-1.7880942510621582,-1.5130872598946643,0.9858674090862432
-2.218534945031401,-0.7635304872538676,1.028891669566543
-0.6474307801655981,0.24920320955073572,0.08228571527705043
-0.528404320814362,-1.5898086075569426,0.45766498495278746
-0.03920917482874638,-0.9795259223312953,0.09429014668598114
0.214975948415751,0.12276162875650516,0.009057924779678268
-0.3843588025535037,1.6892920937802727,-0.45252826093172954
-0.2539040780918859,0.1777498652185115,0.012331855215928498
0.07325207460394162,0.03200602054382911,0.001069894636897229
-0.9972038374246764,1.9332155643632358,-0.5236218881344985
-0.7138562876067133,-1.0620947114314008,0.22172724144502703
0.03541634614048163,-0.7326290989087136,0.03957439313787477
-0.6779453651227033,0.8427413931462943,0.03206938961727337
-0.5718810615865102,1.0767399874809482,-0.05942430660327942
-0.105862315332335,0.4576905380263133,-0.007346364199443704
1.3358313386717684,-2.6194933225106896,2.154318663758781
0.31866528801613553,0.7390463423383108,-0.020056421776096466
-0.3375952500500365,0.667501057762868,-0.006946910504311784
-0.5852682780074072,0.04640263608520231,0.06849780001123862
-0.1149199407897547,0.6660775965015711,-0.026909837763017003
2.2418177943952333,1.4079484837738274,0.7260491110515599
-3.14741652154398,0.051149186337923834,1.9812327701666448
0.5351358932801163,-0.9359748608698832,0.1392700633453972
0.2324904393837624,-1.839109307605646,0.6328565402789955
0.867611950882283,0.06377872848143744,0.15052415602222477
-1.1482127142462721,-0.71396809744709,0.300073042911203
2.1143442414555107,-0.5618846631272185,0.9118298207801057
1.0009427606895045,-1.1324688506015603,0.3456147924208009
-0.051414995286116726,0.2742910030053811,-0.0015349432178215893
0.15978769807335919,0.7359121107527968,-0.03474812283829359
-0.7162635863249601,0.4343187491006638,0.09441402989565002
0.050522826525369983,-1.1200411045540386,0.14101878023350561
-0.14333741454895502,0.8890946101264364,-0.06617284811634147
0.9435753905208083,0.31450694533177936,0.17495597006289715
0.3576442254693005,-2.4880044640486387,1.5656979955483505
-0.08344920282444727,0.5959086104984074,-0.01976838229890214
0.6778061029188197,-2.035862036290208,0.9356949297321915
0.5560603739342062,-1.138281652714749,0.2093260879743651
0.22271946085249292,1.057642286396626,-0.10838783664215315
-1.5289854794870417,0.6527685403374538,0.4397444100475944
1.029211175548784,-0.6444668514591557,0.2386222553251014
-1.1662587594545695,-0.8834620909605276,0.34098658024602807
-1.0095616523094042,0.34569237324022195,0.1997118108961698
-0.1052679886976573,-1.7968274599384613,0.5823379928615482
0.512022158133717,0.4107096191303123,0.04550539001771149
1.407727763720542,-0.29182344884665967,0.398824686842635
-1.6876963310470667,0.7341476486109585,0.5300952219927257
1.471233992634668,-0.12549566509367044,0.4331035373721992
1.6364629074432413,-1.088517414954358,0.6645773501389207
-0.46139493621891375,0.20223092464810735,0.04174998660608995
-0.2013622701564993,-0.3498344008839516,0.01239076987996896
-0.5718167302823739,-1.4212768985040238,0.352496790837544
-0.6032991147419898,-1.1635883360212125,0.23033658937721363
-1.339389221097253,-1.00667628748747,0.4608089849670192
-1.6896529203538362,0.05002175982462668,0.5709728819250776
-0.1993273392741338,0.7654301352672933,-0.036898995106329505
0.25777258546505816,-0.02851487754133868,0.013291659703145827
1.8288207150748825,-1.2056456000879037,0.8441674330176108
-1.0010015450142384,-0.38154484214465784,0.20595521361981411
-2.091691213346014,0.5668436380618621,0.8568210765323212
0.14655970591263323,1.0773367455423324,-0.12074562073918246
-0.466351101873623,-0.9403587234692675,0.1266501967540708
0.35622300730710804,0.2836071218136608,0.023097829037048864
-0.3978797330752504,-0.3903204805851666,0.037608191947612474
-1.2592235156092357,-2.154124440693511,1.3166968197025908
-0.6888786924453678,-1.2946837485149356,0.31192643843969114
0.8026304502474164,-0.566220694594234,0.14699649605547457
0.27239104064855424,-0.5177092098611301,0.028715164351148757
-0.9691764986522415,-0.39587830763327897,0.19406480747404256
0.8719681219808854,-0.603695245023457,0.17406723052894518
-1.4463594427964115,0.3673928911221677,0.41343214881808427
-0.5364812639125298,-0.9590118144306119,0.14576309689820252
0.19792051631423216,-1.5952967224865335,0.41383299661453793
